city,year,page,line_no,organization_name,category,sub_category,line,address,description
Cedar Rapids,1876,34,1,Cedar Rapids Reform Club,Clubs,,"Cedar Rapids Reform Club. Geo. B. Goodrich, President; first Vice-President, H. Daniels; second Vice-President, W. Bradley; third Vice President, A. Graham; Secretary, James Plumb; Treasurer, W. A. Harman.",,
Cedar Rapids,1876,34,2,St. Andrew's Society,Benevolent and Fraternal,,"St. Andrew's Society. Meets first Wednesday in March, June and September. Annual Anniversary, January 25th of each year. President, Robert Stewart; Vice President, Wm. Buchanan; Secre tary, Alexander Charles; Treasurer, Thomas Maclachlan.",,
Cedar Rapids,1876,34,3,Brotherhood of Locomotive Firemen,Labor Organizations,,"Brotherhood of Locomotive Firemen. Meets second and fourth Sundays of each month, at their hall in Waterhouse block. W. M., Wm. Byers; V. M., Port Connoly; Past Master, E. Day; R. S., F.A. Davis; F. S., C. W. Phelps; Treasurer, J. Kimoro; Warden, E. Eck- man; Conductor, J. R. Williams.",,
Cedar Rapids,1876,34,4,IOWA UNION MEDICAL SOCIETY,Miscellaneous,,"IOWA UNION MEDICAL SOCIETY,",,
Cedar Rapids,1876,34,6,LINN COUNTY HOMEOPATHIC SCCIETY,Miscellaneous,,LINN COUNTY HOMEOPATHIC SCCIETY.,,
Cedar Rapids,1876,34,8,TERPSICHOREAN DANCING CLUB,Clubs,,TERPSICHOREAN DANCING CLUB.,,
Cedar Rapids,1876,34,10,CEDAR RAPIDS WATER COMPANY,Uncategorized,,CEDAR RAPIDS WATER COMPANY.,,
Cedar Rapids,1876,35,1,CEDAR RAPIDS BUILDING & LOAN ASSOCIATION,Miscellaneous,,CEDAR RAPIDS BUILDING & LOAN ASSOCIATION.,,
Cedar Rapids,1876,35,3,FARMERS INSURANCE COMPANY,Miscellaneous,,FARMERS INSURANCE COMPANY.,,
Cedar Rapids,1876,35,5,CEDAR RAPIDS STATE GUARDS,Patriotic Organizations,,CEDAR RAPIDS STATE GUARDS.,,
Cedar Rapids,1876,35,7,OAK HILL CEMETERY COMPANY,Miscellaneous,,OAK HILL CEMETERY COMPANY.,,
Cedar Rapids,1876,35,9,PROGRESSIVE FARMERS' PUBLISHING CO,Miscellaneous,,PROGRESSIVE FARMERS' PUBLISHING CO.,,
Cedar Rapids,1876,35,11,REPUBLICAN PRINTING COMPANY,Miscellaneous,,REPUBLICAN PRINTING COMPANY.,,
Cedar Rapids,1876,36,1,CEDAR RAPIDS CARRIAGE MANUFACTURING COMPANY,Uncategorized,,CEDAR RAPIDS CARRIAGE MANUFACTURING COMPANY.,,
Cedar Rapids,1876,36,3,CEDAR RAPIDS FOUNDRY AND MACHINE SHOP,Uncategorized,,CEDAR RAPIDS FOUNDRY AND MACHINE SHOP.,,
Cedar Rapids,1876,36,5,CEDAR RAPIDS PLANING MILL COMPANY,Uncategorized,,CEDAR RAPIDS PLANING MILL COMPANY.,,
Cedar Rapids,1876,36,7,CEDAR RAPIDS OIL AND LINT WORKS,Uncategorized,,CEDAR RAPIDS OIL AND LINT WORKS.,,
Cedar Rapids,1876,36,9,CEDAR RAPIDS GAS LIGHT COMPANY,Uncategorized,,CEDAR RAPIDS GAS LIGHT COMPANY.,,
Cedar Rapids,1876,36,11,CEDAR RAPIDS LUMBER COMPANY,Uncategorized,,CEDAR RAPIDS LUMBER COMPANY.,,
Cedar Rapids,1876,36,13,E. C. DRAPER ORGAN COMPANY,Uncategorized,,E. C. DRAPER ORGAN COMPANY.,,
Cedar Rapids,1876,36,15,FARMERS' MANUFACTURING COMPANY,Uncategorized,,FARMERS' MANUFACTURING COMPANY.,,
Cedar Rapids,1876,36,17,GRAIN GROWERS' MANUFACTURING COMPANY,Uncategorized,,GRAIN GROWERS' MANUFACTURING COMPANY.,,
Cedar Rapids,1876,36,19,STAR WAGON COMPANY,Uncategorized,,STAR WAGON COMPANY.,,
Cedar Rapids,1876,37,1,BLAIR TOWN LOT & LAND COMPANY,Uncategorized,,BLAIR TOWN LOT & LAND COMPANY.,,
Cedar Rapids,1876,37,3,JOWA RAIDROAD LAND COMPANY,Uncategorized,,JOWA RAIDROAD LAND COMPANY.,,
Cedar Rapids,1876,37,5,ELKHORN LAND & TOWN LOT COMPANY,Uncategorized,,ELKHORN LAND & TOWN LOT COMPANY.,,
Cedar Rapids,1876,37,7,MISSOURI VALLEY LAND COMPANY,Uncategorized,,MISSOURI VALLEY LAND COMPANY.,,
Cedar Rapids,1876,37,9,SIOUX CITY & IOWA FALLS TOWN LOT AND LAND COMPANY,Uncategorized,,SIOUX CITY & IOWA FALLS TOWN LOT AND LAND COMPANY.,,
Cedar Rapids,1876,37,11,MOINGONA COAL COMPANY,Uncategorized,,MOINGONA COAL COMPANY,,
Cedar Rapids,1876,37,13,IOWA RAIL ROAD CONTRACTING COMPANY,Uncategorized,,IOWA RAIL ROAD CONTRACTING COMPANY.,,
Cedar Rapids,1876,37,15,IOWA RAILWAY CONTRACTING COMPANY,Uncategorized,,IOWA RAILWAY CONTRACTING COMPANY.,,
Cedar Rapids,1876,38,1,SIOUX CITY RAIL ROAD CONTRACTING COMPANY,Uncategorized,,SIOUX CITY RAIL ROAD CONTRACTING COMPANY.,,
Cedar Rapids,1876,38,5,"BURLINGTON, CEDAR RAPIDS & MINNESOTA RAILROAD CO",Uncategorized,,"BURLINGTON, CEDAR RAPIDS & MINNESOTA RAILROAD CO.",,
Cedar Rapids,1876,38,11,CEDAR RAPIDS & MISSOURI RIVER RAILROAD,Uncategorized,,CEDAR RAPIDS & MISSOURI RIVER RAILROAD.,,
Cedar Rapids,1876,38,16,"CHICAGO, IOWA & NEBRASKA RAILROAD",Uncategorized,,"CHICAGO, IOWA & NEBRASKA RAILROAD.",,
Cedar Rapids,1876,38,21,IOWA FALLS & SIOUX CITY RAILROAD COMPANY,Uncategorized,,IOWA FALLS & SIOUX CITY RAILROAD COMPANY.,,
Cedar Rapids,1876,38,28,SIOUX CITY AND PACIFIC RAILROAD COMPANY,Uncategorized,,SIOUX CITY AND PACIFIC RAILROAD COMPANY.,,
Cedar Rapids,1876,38,33,"FREMONT, ELKHORN & MISSOURI VALLEY BAILROAD COMPANY",Uncategorized,,"FREMONT, ELKHORN & MISSOURI VALLEY BAILROAD COMPANY.",,
Cedar Rapids,1876,38,38,"ST. LOUIS, HANNIBAL & KEOKUK RAILROAD COMPANY",Uncategorized,,"ST. LOUIS, HANNIBAL & KEOKUK RAILROAD COMPANY.",,
Cedar Rapids,1876,39,1,District Court,Civic Organizations,,"District Court, Marion. District Judge, J. H. Rothroek, Tipton;",,
Cedar Rapids,1876,39,2,Circuit Courts,Civic Organizations,,"Circuit Judge, John McKean, Anamosa; Clerk District and Circuit Courts, J. L. Crawford, Marion; District Attorney, M. P. Smith, Marengo.",,
Cedar Rapids,1876,39,4,Treasurer's office,Civic Organizations,,"Treasurer's office, cor Iowa avenue and South Commercial street.",,
Cedar Rapids,1876,39,5,Dubuque Southwestern Railroad,Civic Organizations,,"Grounds, east of city limits, on Dubuque Southwestern Railroad..",,
Cedar Rapids,1876,39,8,U. S. Commissioner,Civic Organizations,,"U. S. Commissioner, I. N. Whittam. Office, 6 Commercial.",,
Cedar Rapids,1876,39,9,Register in Bankruptcy,Civic Organizations,,"Register in Bankruptcy, R. H. Gilmore. Office, 48 Iowa avenue.",,
Cedar Rapids,1876,39,10,Post Office,Civic Organizations,,"Post Office, corner Washington and Eagle streets. Charles Weare, Post-Master; R. H. Dutton, Assistant. Open from 7 A. M. to 8:30 Р. М.; Sundays from 9 to 10:30 A. Μ.",,
Cedar Rapids,1903,30,1,YMCA,Youth Organizations,,YMCA-1st av and 1st.,,
Cedar Rapids,1903,30,2,YWCA,Youth Organizations,,YWCA-110 s 3d.,,
Cedar Rapids,1903,30,3,SUNSHINE MISSION,Welfare Organizations,,SUNSHINE MISSION-F K Ward.,,
Cedar Rapids,1903,30,5,BETHANY CHAPEL,Churches,,BETHANY CHAPEL-1300 n 6th w.,,
Cedar Rapids,1903,30,6,UNION CHAPEL,Churches,,UNION CHAPEL-Kenwood pk.,,
Cedar Rapids,1903,30,7,ENDEAVOR MISSION,Welfare Organizations,,ENDEAVOR MISSION-Rear 310 n 4th.,,
Cedar Rapids,1903,30,8,PRESBYTERIAN MISSION,Welfare Organizations,,PRESBYTERIAN MISSION-1210 F av.,,
Cedar Rapids,1903,30,9,LIGHT HOUSE MISSION,Welfare Organizations,,"LIGHT HOUSE MISSION- Miss Maude Evans, supt: 221 s 1st.",,
Cedar Rapids,1903,30,10,AOUW HALL,Benevolent and Fraternal,,AOUW HALL-213 1st av.,,
Cedar Rapids,1903,30,11,ARMORY HALL,Civic Organizations,,ARMORY HALL-126 1st av.,,
Cedar Rapids,1903,30,12,AUDITORIUM (THE),Uncategorized,,AUDITORIUM (THE)-n 1st opp A av.,,
Cedar Rapids,1903,30,13,ВРОЕ HALL,Benevolent and Fraternal,,ВРОЕ HALL-Jim Block.,,
Cedar Rapids,1903,30,14,BOHEMIAN TURNER HALL,Benevolent and Fraternal,,BOHEMIAN TURNER HALL-220 7th av.,,
Cedar Rapids,1903,30,15,CALDER BLOCK,Uncategorized,,CALDER BLOCK-2d av nw cor s 2d.,,
Cedar Rapids,1903,30,16,CEDAR RAPIDS SAVINGS BANK BUILDING,Uncategorized,,CEDAR RAPIDS SAVINGS BANK BUILDING-s 3d ne cor 3d av.,,
Cedar Rapids,1903,30,17,CENTRAL BUILDING,Uncategorized,,CENTRAL BUILDING-1st av and 3d,,
Cedar Rapids,1903,30,18,CSPS BUILDING,Benevolent and Fraternal,,CSPS BUILDING-1101-1107 s 3d.,,
Cedar Rapids,1903,30,19,CITY HALL,Civic Organizations,,CITY HALL-300 s 2d.,,
Cedar Rapids,1903,30,20,CLEMENT BLOCK,Uncategorized,,CLEMENT BLOCK-321-323 2d av.,,
Cedar Rapids,1903,30,21,COE COLLEGE,Uncategorized,,COE COLLEGE-1220 1st av.,,
Cedar Rapids,1903,30,22,DOWS BLOCK,Uncategorized,,DOWS BLOCK-116-128 s 3d.,,
Cedar Rapids,1903,30,23,DOWS BUILDING,Uncategorized,,DOWS BUILDING-2d av se cor s 2d.,,
Cedar Rapids,1903,30,24,ELY BLOCK,Uncategorized,,ELY BLOCK-229 2d av.,,
Cedar Rapids,1903,30,25,FARMERS' INSURANCE BUILDING,Uncategorized,,FARMERS' INSURANCE BUILDING -109-111 s 2d.,,
Cedar Rapids,1903,30,26,FEDERATION OF LABOR HALL,Uncategorized,,FEDERATION OF LABOR HALL- 126 1st av.,,
Cedar Rapids,1903,30,27,GAZETTE BUILDING,Uncategorized,,GAZETTE BUILDING-83-87 1st av.,,
Cedar Rapids,1903,30,28,GOVERNMENT BUILDING,Uncategorized,,GOVERNMENT BUILDING-2d av and 3d.,,
Cedar Rapids,1903,30,29,GRANBY BUILDING,Uncategorized,,GRANBY BUILDING-s 2d ne cor 3d av.,,
Cedar Rapids,1903,30,30,GREENE'S OPERA HOUSE,Uncategorized,,GREENE'S OPERA HOUSE-115-117 n 2d.,,
Cedar Rapids,1903,30,31,HIGLEY BUILDING,Uncategorized,,HIGLEY BUILDING-117-121 1st av.,,
Cedar Rapids,1903,30,32,IOWA MASONIC LIBRARY,Libraries,,IOWA MASONIC LIBRARY-813 1st av.,,
Cedar Rapids,1903,30,33,IOOF,Benevolent and Fraternal,,IOOF-305 1st av.,,
Cedar Rapids,1903,30,34,JAN HUS HALL,Benevolent and Fraternal,,JAN HUS HALL-2d av and 2d.,,
Cedar Rapids,1903,30,35,JIM BLOCK,Uncategorized,,JIM BLOCK-n 3d sw cor A av.,,
Cedar Rapids,1903,30,36,KIMBALL BUILDING,Uncategorized,,KIMBALL BUILDING-2d av nw cor s 3d.,,
Cedar Rapids,1903,30,37,K OF P HALL,Benevolent and Fraternal,,K OF P HALL-Muskwaki Block.,,
Cedar Rapids,1903,30,38,KNIGHTS OF THE MACCABEES HALL,Benevolent and Fraternal,,KNIGHTS OF THE MACCABEES HALL-117 1st av.,,
Cedar Rapids,1903,30,39,MAGNUB BLOCK,Uncategorized,,MAGNUB BLOCK-115 и 2d.,,
Cedar Rapids,1903,30,40,MANSFIELD BLOCK,Uncategorized,,MANSFIELD BLOCK-206-210 2d av.,,
Cedar Rapids,1903,30,41,MARSHALL HALL,Uncategorized,,"MARSHALL HALL-Coe College, 1st av and 12th.",,
Cedar Rapids,1903,30,42,MASONIC HALL (COL),Benevolent and Fraternal,,MASONIC HALL (COL)-118-120 1st av.,,
Cedar Rapids,1903,30,43,MASONIC TEMPLE,Benevolent and Fraternal,,MASONIC TEMPLE-1st av ne cor n 1st.,,
Cedar Rapids,1903,30,44,MW OF A,Benevolent and Fraternal,,MW OF A-213-215 1st av.,,
Cedar Rapids,1903,30,45,MUSKWAKI BLOCK,Uncategorized,,MUSKWAKI BLOCK-325-327 2d av.,,
Cedar Rapids,1903,30,46,O'HARA BLOCK,Uncategorized,,O'HARA BLOCK-207-211 s 2d.,,
Cedar Rapids,1903,30,47,OLD POSTOFFICE BLOCK,Uncategorized,,OLD POSTOFFICE BLOCK-2d av se cor s 2d.,,
Cedar Rapids,1903,30,48,ORIEL BLOCK,Uncategorized,,ORIEL BLOCK-212-214 2d av.,,
Cedar Rapids,1903,30,49,RUDOLPH'S HALL,Uncategorized,,RUDOLPH'S HALL-93 1st av.,,
Cedar Rapids,1903,30,50,SECURITY SAVINGS BANK BUILD,Uncategorized,,SECURITY SAVINGS BANK BUILD- ING-201 s 2d.,,
Cedar Rapids,1903,30,51,ST JOSEPH'S HALL,Uncategorized,,"ST JOSEPH'S HALL, 3d av and 7th.",,
Cedar Rapids,1903,30,52,ST PATRICK'S SCHOOL HALL,Uncategorized,,ST PATRICK'S SCHOOL HALL-A av and 5th w.,,
Cedar Rapids,1903,30,53,UNION BLOCK,Uncategorized,,UNION BLOCK-1st av nw cor 2d.,,
Cedar Rapids,1903,30,54,WATERHOUSE BLOCK,Uncategorized,,WATERHOUSE BLOCK-1st av and 3d.,,
Cedar Rapids,1903,30,55,WELLER BLOCK,Uncategorized,,WELLER BLOCK-224 3d av.,,
Cedar Rapids,1903,30,56,WILCOX BUILDING,Uncategorized,,WILCOX BUILDING-213-217 3d av.,,
Cedar Rapids,1903,30,57,WILLISTON HALL,Uncategorized,,"WILLISTON HALL-Coe College, 1st av cor 12th.",,
Cedar Rapids,1903,30,58,YMCA BUILDING,Youth Organizations,,YMCA BUILDING-1st av nw cor n 1st.,,
Cedar Rapids,1903,30,1,CRESCENT NO 25,Benevolent and Fraternal,,CRESCENT NO 25. A F & A M Regular communication first Monday each month.,,
Cedar Rapids,1903,30,2,MT HERMON NO 263,Benevolent and Fraternal,,MT HERMON NO 263. A F & A M --Regular communication first Thursday each month.,,
Cedar Rapids,1903,30,3,TROWEL CHAPTER NO 49,Benevolent and Fraternal,,TROWEL CHAPTER NO 49. R A M -Regular convocation first Tuesday each month.,,
Cedar Rapids,1903,30,4,APOLLO COMMANDERY NO 26,Benevolent and Fraternal,,APOLLO COMMANDERY NO 26. K T-Regular conclave second Friday each month.,,
Cedar Rapids,1903,30,5,CEDAR CHAPTER NO 184,Benevolent and Fraternal,,"CEDAR CHAPTER NO 184, O E S -Regular meeting fourth Tuesday ench month.",,
Cedar Rapids,1903,30,6,EL KAHIR TEMPLE,Benevolent and Fraternal,,EL KAHIR TEMPLE. A A O N M S-Meets the second Wednesday of each month.,,
Cedar Rapids,1903,30,7,Odd Fellows,Benevolent and Fraternal,,Odd Fellows.,,
Cedar Rapids,1903,30,8,CEDAR RAPIDS NO 141,Benevolent and Fraternal,,"CEDAR RAPIDS NO 141-Meet every Friday evening at 100F hall, 305 1st av.",,
Cedar Rapids,1903,30,9,JAN HUS,Benevolent and Fraternal,,"JAN HUS (BOHEMIAN) NO 51- Meet every Wednesday evening at Jan Hus hall, 2d av and 2d.",,
Cedar Rapids,1903,30,10,MAINE LODGE NO 613,Benevolent and Fraternal,,MAINE LODGE NO 613-Meet every Tuesday evening over 119 1st av.,,
Cedar Rapids,1903,30,11,MOZART NO 183,Benevolent and Fraternal,,"MOZART NO 183 (GERMAN)-Meet second and fourth Monday evenings at Jan Hus hall, 2d av and 2d.",,
Cedar Rapids,1903,30,12,LINN ENCAMPMENT NO 49,Benevolent and Fraternal,,LINN ENCAMPMENT NO 49-Meet first and third Thursdays each month at IOOF hall 305 1st av.,,
Cedar Rapids,1903,30,13,CANTON CEDAR RAPIDS NO 21,Benevolent and Fraternal,,CANTON CEDAR RAPIDS NO 21. P M-Meet fourth Monday each month at IOOF hall. 305 1st av.,,
Cedar Rapids,1903,30,14,HOME LODGE NO 79,Benevolent and Fraternal,,"HOME LODGE NO 79. D OF R- meet first and third Mondays each month at IOOF hall, 305 1st av.",,
Cedar Rapids,1903,30,15,PRAHA LODGE NO 5,Benevolent and Fraternal,,"PRAHA LODGE NO 5 (BOHEMIAN) D OF R-Meet first and third Thursday each month at Jan Hus hall, 2d av and 2d.",,
Cedar Rapids,1903,30,16,STAR OF MAINE NO 221,Benevolent and Fraternal,,"STAR OF MAINE NO 221, D OF R -Meet second and fourth Mendaya of each month over 119 1st av.",,
Cedar Rapids,1903,30,17,Knights of Pythias,Benevolent and Fraternal,,Knights of Pythias.,,
Cedar Rapids,1903,30,18,CEDAR RAPIDS LODGE NO 98,Benevolent and Fraternal,,"CEDAR RAPIDS LODGE NO 98- Meets every Wednesday evening at IOOFhall, 305 1st av.",,
Cedar Rapids,1903,30,19,STAR OF THE WEST NO 1,Benevolent and Fraternal,,"STAR OF THE WEST NO 1-Meets every Monday at their hall, 1st av and 1st.",,
Cedar Rapids,1903,30,20,STAR OF THE WEST,Benevolent and Fraternal,,STAR OF THE WEST. DIVISION NO 28-Meet K P hall.,,
Cedar Rapids,1903,30,21,WINTER TEMPLE NO 78,Benevolent and Fraternal,,WINTER TEMPLE NO 78 RATH- BONE SISTERS-Meets second and fourth Thursdays of each month la K of P hall. ist av and 1st.,,
Cedar Rapids,1903,30,22,PEERLESS TEMPLE NO 100,Benevolent and Fraternal,,PEERLESS TEMPLE NO 100 RATH- BONE SISTERS Meet second and fourth Thursdays of each month at 100F hall. 305 1st av.,,
Cedar Rapids,1903,30,23,D. O. K. K.,Benevolent and Fraternal,,D. O. K. K.,,
Cedar Rapids,1903,30,24,BEN DE MEER TEMPLE NO 12,Benevolent and Fraternal,,BEN DE MEER TEMPLE NO 12- Meet at call in Muskwaki block.,,
Cedar Rapids,1903,30,25,Wood nen of the World,Benevolent and Fraternal,,Wood nen of the World.,,
Cedar Rapids,1903,30,26,CEDAR RAPIDS CAMP NO 24,Benevolent and Fraternal,,CEDAR RAPIDS CAMP NO 24- Meets the 1st and 3d Wednesdays of sach month in room 13 Old PO bik,,
Cedar Rapids,1903,30,27,SUMAVAN NO 34,Benevolent and Fraternal,,SUMAVAN NO 34 (BOHEMIAN)- Meets Ist Friday each month at C SPS hall.,,
Cedar Rapids,1903,30,28,Modern Woodmen of America,Benevolent and Fraternal,,Modern Woodmen of America.,,
Cedar Rapids,1903,30,29,CENTRAL CAMP NO 7327,Benevolent and Fraternal,,CENTRAL CAMP NO 7327-Meets over 117 1st av.,,
Cedar Rapids,1903,30,30,LINDEN CAMP NO 145,Benevolent and Fraternal,,LINDEN CAMP NO 145-Meets every Tuesday at Rudolph's hall.,,
Cedar Rapids,1903,30,31,ODVAHA CAMP NO 6849,Benevolent and Fraternal,,ODVAHA CAMP NO 6849-Meets 2d and 4th Wednesdays of each month in CSPs hall.,,
Cedar Rapids,1903,30,32,PARLOR CITY CAMP NO 1799,Benevolent and Fraternal,,"PARLOR CITY CAMP NO 1799, ROYAL NEIGHBORS-Meets 20 and 4th Tuesday afternoons at Ru- dolph's hall.",,
Cedar Rapids,1903,30,33,VALLEY CHAPTER NO 3126,Benevolent and Fraternal,,VALLEY CHAPTER NO 3126. R N A Meets every Saturday evening over 117 1st av.,,
Cedar Rapids,1903,30,34,A. O. U. W.,Benevolent and Fraternal,,A. O. U. W.,,
Cedar Rapids,1903,30,36,CEDAR RAPIDS LODGE NO 278,Benevolent and Fraternal,,CEDAR RAPIDS LODGE NO 278- Meets every Tuesday evening.,,
